testb0   ---D---- ---S---- CZ = ---Q---- CZ
14  083  00000000 80000000 11 = 00000000 11
14  084  00000001 80000000 00 = 00000000 00
14  085  00000001 80000000 01 = 00000000 01
14  086  00000001 80000000 10 = 00000000 10
14  087  00000001 80000000 11 = 00000000 11
14  088  00000002 80000000 00 = 00000000 00
14  089  00000002 80000000 01 = 00000000 01
14  08A  00000002 80000000 10 = 00000000 10
14  08B  00000002 80000000 11 = 00000000 11
14  08C  7FFFFFFF 80000000 00 = 00000000 00
14  08D  7FFFFFFF 80000000 01 = 00000000 01
14  08E  7FFFFFFF 80000000 10 = 00000000 10
14  08F  7FFFFFFF 80000000 11 = 00000000 11
14  090  80000000 80000000 00 = 00000000 00
14  091  80000000 80000000 01 = 00000000 01
14  092  80000000 80000000 10 = 00000000 10
14  093  80000000 80000000 11 = 00000000 11
14  094  80000001 80000000 00 = 00000000 00
14  095  80000001 80000000 01 = 00000000 01
14  096  80000001 80000000 10 = 00000000 10
14  097  80000001 80000000 11 = 00000000 11
14  098  FFFFFFFE 80000000 00 = 00000000 00
14  099  FFFFFFFE 80000000 01 = 00000000 01
14  09A  FFFFFFFE 80000000 10 = 00000000 10
14  09B  FFFFFFFE 80000000 11 = 00000000 11
14  09C  FFFFFFFF 80000000 00 = 00000000 00
14  09D  FFFFFFFF 80000000 01 = 00000000 01
14  09E  FFFFFFFF 80000000 10 = 00000000 10
14  09F  FFFFFFFF 80000000 11 = 00000000 11
14  0A0  00000000 80000001 00 = 00000000 00
14  0A1  00000000 80000001 01 = 00000000 01
14  0A2  00000000 80000001 10 = 00000000 10
14  0A3  00000000 80000001 11 = 00000000 11
14  0A4  00000001 80000001 00 = 00000000 00
14  0A5  00000001 80000001 01 = 00000000 01
14  0A6  00000001 80000001 10 = 00000000 10
14  0A7  00000001 80000001 11 = 00000000 11
14  0A8  00000002 80000001 00 = 00000000 00
14  0A9  00000002 80000001 01 = 00000000 01
14  0AA  00000002 80000001 10 = 00000000 10
14  0AB  00000002 80000001 11 = 00000000 11
14  0AC  7FFFFFFF 80000001 00 = 00000000 00
14  0AD  7FFFFFFF 80000001 01 = 00000000 01
14  0AE  7FFFFFFF 80000001 10 = 00000000 10
14  0AF  7FFFFFFF 80000001 11 = 00000000 11
14  0B0  80000000 80000001 00 = 00000000 00
14  0B1  80000000 80000001 01 = 00000000 01
14  0B2  80000000 80000001 10 = 00000000 10
14  0B3  80000000 80000001 11 = 00000000 11
14  0B4  80000001 80000001 00 = 00000000 00
14  0B5  80000001 80000001 01 = 00000000 01
14  0B6  80000001 80000001 10 = 00000000 10
14  0B7  80000001 80000001 11 = 00000000 11
14  0B8  FFFFFFFE 80000001 00 = 00000000 00
14  0B9  FFFFFFFE 80000001 01 = 00000000 01
14  0BA  FFFFFFFE 80000001 10 = 00000000 10
14  0BB  FFFFFFFE 80000001 11 = 00000000 11
14  0BC  FFFFFFFF 80000001 00 = 00000000 00
14  0BD  FFFFFFFF 80000001 01 = 00000000 01
14  0BE  FFFFFFFF 80000001 10 = 00000000 10
14  0BF  FFFFFFFF 80000001 11 = 00000000 11
14  0C0  00000000 FFFFFFFE 00 = 0000000F 00
14  0C1  00000000 FFFFFFFE 01 = 0000000F 01
14  0C2  00000000 FFFFFFFE 10 = 0000000F 10
14  0C3  00000000 FFFFFFFE 11 = 0000000F 11
14  0C4  00000001 FFFFFFFE 00 = 0000000F 00
14  0C5  00000001 FFFFFFFE 01 = 0000000F 01
14  0C6  00000001 FFFFFFFE 10 = 0000000F 10
14  0C7  00000001 FFFFFFFE 11 = 0000000F 11
14  0C8  00000002 FFFFFFFE 00 = 0000000F 00
14  0C9  00000002 FFFFFFFE 01 = 0000000F 01
14  0CA  00000002 FFFFFFFE 10 = 0000000F 10
14  0CB  00000002 FFFFFFFE 11 = 0000000F 11
14  0CC  7FFFFFFF FFFFFFFE 00 = 0000000F 00
14  0CD  7FFFFFFF FFFFFFFE 01 = 0000000F 01
14  0CE  7FFFFFFF FFFFFFFE 10 = 0000000F 10
14  0CF  7FFFFFFF FFFFFFFE 11 = 0000000F 11
14  0D0  80000000 FFFFFFFE 00 = 0000000F 00
14  0D1  80000000 FFFFFFFE 01 = 0000000F 01
14  0D2  80000000 FFFFFFFE 10 = 0000000F 10
14  0D3  80000000 FFFFFFFE 11 = 0000000F 11
14  0D4  80000001 FFFFFFFE 00 = 0000000F 00
14  0D5  80000001 FFFFFFFE 01 = 0000000F 01
14  0D6  80000001 FFFFFFFE 10 = 0000000F 10
14  0D7  80000001 FFFFFFFE 11 = 0000000F 11
14  0D8  FFFFFFFE FFFFFFFE 00 = 0000000F 00
14  0D9  FFFFFFFE FFFFFFFE 01 = 0000000F 01
14  0DA  FFFFFFFE FFFFFFFE 10 = 0000000F 10
14  0DB  FFFFFFFE FFFFFFFE 11 = 0000000F 11
14  0DC  FFFFFFFF FFFFFFFE 00 = 0000000F 00
14  0DD  FFFFFFFF FFFFFFFE 01 = 0000000F 01
14  0DE  FFFFFFFF FFFFFFFE 10 = 0000000F 10
14  0DF  FFFFFFFF FFFFFFFE 11 = 0000000F 11
14  0E0  00000000 FFFFFFFF 00 = 0000000F 00
14  0E1  00000000 FFFFFFFF 01 = 0000000F 01
14  0E2  00000000 FFFFFFFF 10 = 0000000F 10
14  0E3  00000000 FFFFFFFF 11 = 0000000F 11
14  0E4  00000001 FFFFFFFF 00 = 0000000F 00
14  0E5  00000001 FFFFFFFF 01 = 0000000F 01
14  0E6  00000001 FFFFFFFF 10 = 0000000F 10
14  0E7  00000001 FFFFFFFF 11 = 0000000F 11
14  0E8  00000002 FFFFFFFF 00 = 0000000F 00
14  0E9  00000002 FFFFFFFF 01 = 0000000F 01
14  0EA  00000002 FFFFFFFF 10 = 0000000F 10
14  0EB  00000002 FFFFFFFF 11 = 0000000F 11
14  0EC  7FFFFFFF FFFFFFFF 00 = 0000000F 00
14  0ED  7FFFFFFF FFFFFFFF 01 = 0000000F 01
14  0EE  7FFFFFFF FFFFFFFF 10 = 0000000F 10
14  0EF  7FFFFFFF FFFFFFFF 11 = 0000000F 11
14  0F0  80000000 FFFFFFFF 00 = 0000000F 00
14  0F1  80000000 FFFFFFFF 01 = 0000000F 01
14  0F2  80000000 FFFFFFFF 10 = 0000000F 10
14  0F3  80000000 FFFFFFFF 11 = 0000000F 11
14  0F4  80000001 FFFFFFFF 00 = 0000000F 00
14  0F5  80000001 FFFFFFFF 01 = 0000000F 01
14  0F6  80000001 FFFFFFFF 10 = 0000000F 10
14  0F7  80000001 FFFFFFFF 11 = 0000000F 11
14  0F8  FFFFFFFE FFFFFFFF 00 = 0000000F 00
14  0F9  FFFFFFFE FFFFFFFF 01 = 0000000F 01
14  0FA  FFFFFFFE FFFFFFFF 10 = 0000000F 10
14  0FB  FFFFFFFE FFFFFFFF 11 = 0000000F 11
14  0FC  FFFFFFFF FFFFFFFF 00 = 0000000F 00
14  0FD  FFFFFFFF FFFFFFFF 01 = 0000000F 01
14  0FE  FFFFFFFF FFFFFFFF 10 = 0000000F 10
14  0FF  FFFFFFFF FFFFFFFF 11 = 0000000F 11
getnib5  ---D---- ---S---- CZ = ---Q---- CZ
15  000  00000000 00000000 00 = 00000000 00
15  001  00000000 00000000 01 = 00000000 01
15  002  00000000 00000000 10 = 00000000 10
15  003  00000000 00000000 11 = 00000000 11
15  004  00000001 00000000 00 = 00000000 00
15  005  00000001 00000000 01 = 00000000 01
15  006  00000001 00000000 10 = 00000000 10
15  007  00000001 00000000 11 = 00000000 11
15  008  00000002 00000000 00 = 00000000 00
15  009  00000002 00000000 01 = 00000000 01
15  00A  00000002 00000000 10 = 00000000 10
15  00B  00000002 00000000 11 = 00000000 11
15  00C  7FFFFFFF 00000000 00 = 00000000 00
15  00D  7FFFFFFF 00000000 01 = 00000000 01
15  00E  7FFFFFFF 00000000 10 = 00000000 10
15  00F  7FFFFFFF 00000000 11 = 00000000 11
15  010  80000000 00000000 00 = 00000000 00
15  011  80000000 00000000 01 = 00000000 01
15  012  80000000 00000000 10 = 00000000 10
15  013  80000000 00000000 11 = 00000000 11
15  014  80000001 00000000 00 = 00000000 00
15  015  80000001 00000000 01 = 00000000 01
15  016  80000001 00000000 10 = 00000000 10
15  017  80000001 00000000 11 = 00000000 11
15  018  FFFFFFFE 00000000 00 = 00000000 00
15  019  FFFFFFFE 00000000 01 = 00000000 01
15  01A  FFFFFFFE 00000000 10 = 00000000 10
15  01B  FFFFFFFE 00000000 11 = 00000000 11
15  01C  FFFFFFFF 00000000 00 = 00000000 00
15  01D  FFFFFFFF 00000000 01 = 00000000 01
15  01E  FFFFFFFF 00000000 10 = 00000000 10
15  01F  FFFFFFFF 00000000 11 = 00000000 11
15  020  00000000 00000001 00 = 00000000 00
15  021  00000000 00000001 01 = 00000000 01
15  022  00000000 00000001 10 = 00000000 10
15  023  00000000 00000001 11 = 00000000 11
15  024  00000001 00000001 00 = 00000000 00
15  025  00000001 00000001 01 = 00000000 01
15  026  00000001 00000001 10 = 00000000 10
15  027  00000001 00000001 11 = 00000000 11
15  028  00000002 00000001 00 = 00000000 00
15  029  00000002 00000001 01 = 00000000 01
15  02A  00000002 00000001 10 = 00000000 10
15  02B  00000002 00000001 11 = 00000000 11
15  02C  7FFFFFFF 00000001 00 = 00000000 00
15  02D  7FFFFFFF 00000001 01 = 00000000 01
15  02E  7FFFFFFF 00000001 10 = 00000000 10
15  02F  7FFFFFFF 00000001 11 = 00000000 11
15  030  80000000 00000001 00 = 00000000 00
15  031  80000000 00000001 01 = 00000000 01
15  032  80000000 00000001 10 = 00000000 10
15  033  80000000 00000001 11 = 00000000 11
15  034  80000001 00000001 00 = 00000000 00
15  035  80000001 00000001 01 = 00000000 01
15  036  80000001 00000001 10 = 00000000 10
15  037  80000001 00000001 11 = 00000000 11
15  038  FFFFFFFE 00000001 00 = 00000000 00
15  039  FFFFFFFE 00000001 01 = 00000000 01
15  03A  FFFFFFFE 00000001 10 = 00000000 10
15  03B  FFFFFFFE 00000001 11 = 00000000 11
15  03C  FFFFFFFF 00000001 00 = 00000000 00
15  03D  FFFFFFFF 00000001 01 = 00000000 01
15  03E  FFFFFFFF 00000001 10 = 00000000 10
15  03F  FFFFFFFF 00000001 11 = 00000000 11
15  040  00000000 00000002 00 = 00000000 00
15  041  00000000 00000002 01 = 00000000 01
15  042  00000000 00000002 10 = 00000000 10
15  043  00000000 00000002 11 = 00000000 11
15  044  00000001 00000002 00 = 00000000 00
15  045  00000001 00000002 01 = 00000000 01
15  046  00000001 00000002 10 = 00000000 10
15  047  00000001 00000002 11 = 00000000 11
15  048  00000002 00000002 00 = 00000000 00
15  049  00000002 00000002 01 = 00000000 01
15  04A  00000002 00000002 10 = 00000000 10
15  04B  00000002 00000002 11 = 00000000 11
15  04C  7FFFFFFF 00000002 00 = 00000000 00
15  04D  7FFFFFFF 00000002 01 = 00000000 01
15  04E  7FFFFFFF 00000002 10 = 00000000 10
15  04F  7FFFFFFF 00000002 11 = 00000000 11
15  050  80000000 00000002 00 = 00000000 00
15  051  80000000 00000002 01 = 00000000 01
15  052  80000000 00000002 10 = 00000000 10
15  053  80000000 00000002 11 = 00000000 11
15  054  80000001 00000002 00 = 00000000 00
15  055  80000001 00000002 01 = 00000000 01
15  056  80000001 00000002 10 = 00000000 10
15  057  80000001 00000002 11 = 00000000 11
15  058  FFFFFFFE 00000002 00 = 00000000 00
15  059  FFFFFFFE 00000002 01 = 00000000 01
15  05A  FFFFFFFE 00000002 10 = 00000000 10
15  05B  FFFFFFFE 00000002 11 = 00000000 11
15  05C  FFFFFFFF 00000002 00 = 00000000 00
15  05D  FFFFFFFF 00000002 01 = 00000000 01
15  05E  FFFFFFFF 00000002 10 = 00000000 10
15  05F  FFFFFFFF 00000002 11 = 00000000 11
15  060  00000000 7FFFFFFF 00 = 0000000F 00
15  061  00000000 7FFFFFFF 01 = 0000000F 01
15  062  00000000 7FFFFFFF 10 = 0000000F 10
15  063  00000000 7FFFFFFF 11 = 0000000F 11
15  064  00000001 7FFFFFFF 00 = 0000000F 00
15  065  00000001 7FFFFFFF 01 = 0000000F 01
15  066  00000001 7FFFFFFF 10 = 0000000F 10
15  067  00000001 7FFFFFFF 11 = 0000000F 11
15  068  00000002 7FFFFFFF 00 = 0000000F 00
15  069  00000002 7FFFFFFF 01 = 0000000F 01
15  06A  00000002 7FFFFFFF 10 = 0000000F 10
15  06B  00000002 7FFFFFFF 11 = 0000000F 11
15  06C  7FFFFFFF 7FFFFFFF 00 = 0000000F 00
15  06D  7FFFFFFF 7FFFFFFF 01 = 0000000F 01
15  06E  7FFFFFFF 7FFFFFFF 10 = 0000000F 10
15  06F  7FFFFFFF 7FFFFFFF 11 = 0000000F 11
15  070  80000000 7FFFFFFF 00 = 0000000F 00
15  071  80000000 7FFFFFFF 01 = 0000000F 01
15  072  80000000 7FFFFFFF 10 = 0000000F 10
15  073  80000000 7FFFFFFF 11 = 0000000F 11
15  074  80000001 7FFFFFFF 00 = 0000000F 00
15  075  80000001 7FFFFFFF 01 = 0000000F 01
15  076  80000001 7FFFFFFF 10 = 0000000F 10
15  077  80000001 7FFFFFFF 11 = 0000000F 11
15  078  FFFFFFFE 7FFFFFFF 00 = 0000000F 00
15  079  FFFFFFFE 7FFFFFFF 01 = 0000000F 01
15  07A  FFFFFFFE 7FFFFFFF 10 = 0000000F 10
15  07B  FFFFFFFE 7FFFFFFF 11 = 0000000F 11
15  07C  FFFFFFFF 7FFFFFFF 00 = 0000000F 00
15  07D  FFFFFFFF 7FFFFFFF 01 = 0000000F 01
15  07E  FFFFFFFF 7FFFFFFF 10 = 0000000F 10
15  07F  FFFFFFFF 7FFFFFFF 11 = 0000000F 11
15  080  00000000 80000000 00 = 00000000 00
15  081  00000000 80000000 01 = 00000000 01
15  082  00000000 80000000 10 = 00000000 10
15  083  00000000 80000000 11 = 00000000 11
15  084  00000001 80000000 00 = 00000000 00
15  085  00000001 80000000 01 = 00000000 01
15  086  00000001 80000000 10 = 00000000 10
15  087  00000001 80000000 11 = 00000000 11
15  088  00000002 80000000 00 = 00000000 00
15  089  00000002 80000000 01 = 00000000 01
15  08A  00000002 80000000 10 = 00000000 10
15  08B  00000002 80000000 11 = 00000000 11
15  08C  7FFFFFFF 80000000 00 = 00000000 00
15  08D  7FFFFFFF 80000000 01 = 00000000 01
15  08E  7FFFFFFF 80000000 10 = 00000000 10
15  08F  7FFFFFFF 80000000 11 = 00000000 11
15  090  80000000 80000000 00 = 00000000 00
15  091  80000000 80000000 01 = 00000000 01
15  092  80000000 80000000 10 = 00000000 10
15  093  80000000 80000000 11 = 00000000 11
15  094  80000001 80000000 00 = 00000000 00
15  095  80000001 80000000 01 = 00000000 01
15  096  80000001 80000000 10 = 00000000 10
15  097  80000001 80000000 11 = 00000000 11
15  098  FFFFFFFE 80000000 00 = 00000000 00
15  099  FFFFFFFE 80000000 01 = 00000000 01
15  09A  FFFFFFFE 80000000 10 = 00000000 10
15  09B  FFFFFFFE 80000000 11 = 00000000 11
15  09C  FFFFFFFF 80000000 00 = 00000000 00
15  09D  FFFFFFFF 80000000 01 = 00000000 01
15  09E  FFFFFFFF 80000000 10 = 00000000 10
15  09F  FFFFFFFF 80000000 11 = 00000000 11
15  0A0  00000000 80000001 00 = 00000000 00
15  0A1  00000000 80000001 01 = 00000000 01
15  0A2  00000000 80000001 10 = 00000000 10
15  0A3  00000000 80000001 11 = 00000000 11
15  0A4  00000001 80000001 00 = 00000000 00
15  0A5  00000001 80000001 01 = 00000000 01
15  0A6  00000001 80000001 10 = 00000000 10
15  0A7  00000001 80000001 11 = 00000000 11
15  0A8  00000002 80000001 00 = 00000000 00
15  0A9  00000002 80000001 01 = 00000000 01
15  0AA  00000002 80000001 10 = 00000000 10
15  0AB  00000002 80000001 11 = 00000000 11
15  0AC  7FFFFFFF 80000001 00 = 00000000 00
15  0AD  7FFFFFFF 80000001 01 = 00000000 01
15  0AE  7FFFFFFF 80000001 10 = 00000000 10
15  0AF  7FFFFFFF 80000001 11 = 00000000 11
15  0B0  80000000 80000001 00 = 00000000 00
15  0B1  80000000 80000001 01 = 00000000 01
15  0B2  80000000 80000001 10 = 00000000 10
15  0B3  80000000 80000001 11 = 00000000 11
15  0B4  80000001 80000001 00 = 00000000 00
15  0B5  80000001 80000001 01 = 00000000 01
15  0B6  80000001 80000001 10 = 00000000 10
15  0B7  80000001 80000001 11 = 00000000 11
15  0B8  FFFFFFFE 80000001 00 = 00000000 00
15  0B9  FFFFFFFE 80000001 01 = 00000000 01
15  0BA  FFFFFFFE 80000001 10 = 00000000 10
15  0BB  FFFFFFFE 80000001 11 = 00000000 11
15  0BC  FFFFFFFF 80000001 00 = 00000000 00
15  0BD  FFFFFFFF 80000001 01 = 00000000 01
15  0BE  FFFFFFFF 80000001 10 = 00000000 10
15  0BF  FFFFFFFF 80000001 11 = 00000000 11
15  0C0  00000000 FFFFFFFE 00 = 0000000F 00
15  0C1  00000000 FFFFFFFE 01 = 0000000F 01
15  0C2  00000000 FFFFFFFE 10 = 0000000F 10
15  0C3  00000000 FFFFFFFE 11 = 0000000F 11
15  0C4  00000001 FFFFFFFE 00 = 0000000F 00
15  0C5  00000001 FFFFFFFE 01 = 0000000F 01
15  0C6  00000001 FFFFFFFE 10 = 0000000F 10
15  0C7  00000001 FFFFFFFE 11 = 0000000F 11
15  0C8  00000002 FFFFFFFE 00 = 0000000F 00
15  0C9  00000002 FFFFFFFE 01 = 0000000F 01
15  0CA  00000002 FFFFFFFE 10 = 0000000F 10
15  0CB  00000002 FFFFFFFE 11 = 0000000F 11
15  0CC  7FFFFFFF FFFFFFFE 00 = 0000000F 00
15  0CD  7FFFFFFF FFFFFFFE 01 = 0000000F 01
15  0CE  7FFFFFFF FFFFFFFE 10 = 0000000F 10
15  0CF  7FFFFFFF FFFFFFFE 11 = 0000000F 11
15  0D0  80000000 FFFFFFFE 00 = 0000000F 00
15  0D1  80000000 FFFFFFFE 01 = 0000000F 01
15  0D2  80000000 FFFFFFFE 10 = 0000000F 10
15  0D3  80000000 FFFFFFFE 11 = 0000000F 11
15  0D4  80000001 FFFFFFFE 00 = 0000000F 00
15  0D5  80000001 FFFFFFFE 01 = 0000000F 01
15  0D6  80000001 FFFFFFFE 10 = 0000000F 10
15  0D7  80000001 FFFFFFFE 11 = 0000000F 11
15  0D8  FFFFFFFE FFFFFFFE 00 = 0000000F 00
15  0D9  FFFFFFFE FFFFFFFE 01 = 0000000F 01
15  0DA  FFFFFFFE FFFFFFFE 10 = 0000000F 10
15  0DB  FFFFFFFE FFFFFFFE 11 = 0000000F 11
15  0DC  FFFFFFFF FFFFFFFE 00 = 0000000F 00
15  0DD  FFFFFFFF FFFFFFFE 01 = 0000000F 01
15  0DE  FFFFFFFF FFFFFFFE 10 = 0000000F 10
15  0DF  FFFFFFFF FFFFFFFE 11 = 0000000F 11
15  0E0  00000000 FFFFFFFF 00 = 0000000F 00
15  0E1  00000000 FFFFFFFF 01 = 0000000F 01
15  0E2  00000000 FFFFFFFF 10 = 0000000F 10
15  0E3  00000000 FFFFFFFF 11 = 0000000F 11
15  0E4  00000001 FFFFFFFF 00 = 0000000F 00
15  0E5  00000001 FFFFFFFF 01 = 0000000F 01
15  0E6  00000001 FFFFFFFF 10 = 0000000F 10
15  0E7  00000001 FFFFFFFF 11 = 0000000F 11
15  0E8  00000002 FFFFFFFF 00 = 0000000F 00
15  0E9  00000002 FFFFFFFF 01 = 0000000F 01
15  0EA  00000002 FFFFFFFF 10 = 0000000F 10
15  0EB  00000002 FFFFFFFF 11 = 0000000F 11
15  0EC  7FFFFFFF FFFFFFFF 00 = 0000000F 00
15  0ED  7FFFFFFF FFFFFFFF 01 = 0000000F 01
15  0EE  7FFFFFFF FFFFFFFF 10 = 0000000F 10
15  0EF  7FFFFFFF FFFFFFFF 11 = 0000000F 11
15  0F0  80000000 FFFFFFFF 00 = 0000000F 00
15  0F1  80000000 FFFFFFFF 01 = 0000000F 01
15  0F2  80000000 FFFFFFFF 10 = 0000000F 10
15  0F3  80000000 FFFFFFFF 11 = 0000000F 11
15  0F4  80000001 FFFFFFFF 00 = 0000000F 00
15  0F5  80000001 FFFFFFFF 01 = 0000000F 01
15  0F6  80000001 FFFFFFFF 10 = 0000000F 10
15  0F7  80000001 FFFFFFFF 11 = 0000000F 11
15  0F8  FFFFFFFE FFFFFFFF 00 = 0000000F 00
15  0F9  FFFFFFFE FFFFFFFF 01 = 0000000F 01
15  0FA  FFFFFFFE FFFFFFFF 10 = 0000000F 10
15  0FB  FFFFFFFE FFFFFFFF 11 = 0000000F 11
15  0FC  FFFFFFFF FFFFFFFF 00 = 0000000F 00
15  0FD  FFFFFFFF FFFFFFFF 01 = 0000000F 01
15  0FE  FFFFFFFF FFFFFFFF 10 = 0000000F 10
15  0FF  FFFFFFFF FFFFFFFF 11 = 0000000F 11
getnib6  ---D---- ---S---- CZ = ---Q---- CZ
16  000  00000000 00000000 00 = 00000000 00
16  001  00000000 00000000 01 = 00000000 01
16  002  00000000 00000000 10 = 00000000 10
16  003  00000000 00000000 11 = 00000000 11
16  004  00000001 00000000 00 = 00000000 00
16  005  00000001 00000000 01 = 00000000 01
16  006  00000001 00000000 10 = 00000000 10
16  007  00000001 00000000 11 = 00000000 11
16  008  00000002 00000000 00 = 00000000 00
16  009  00000002 00000000 01 = 00000000 01
16  00A  00000002 00000000 10 = 00000000 10
16  00B  00000002 00000000 11 = 00000000 11
16  00C  7FFFFFFF 00000000 00 = 00000000 00
16  00D  7FFFFFFF 00000000 01 = 00000000 01
16  00E  7FFFFFFF 00000000 10 = 00000000 10
16  00F  7FFFFFFF 00000000 11 = 00000000 11
16  010  80000000 00000000 00 = 00000000 00
16  011  80000000 00000000 01 = 00000000 01
16  012  80000000 00000000 10 = 00000000 10
16  013  80000000 00000000 11 = 00000000 11
16  014  80000001 00000000 00 = 00000000 00
16  015  80000001 00000000 01 = 00000000 01
16  016  80000001 00000000 10 = 00000000 10
16  017  80000001 00000000 11 = 00000000 11
16  018  FFFFFFFE 00000000 00 = 00000000 00
16  019  FFFFFFFE 00000000 01 = 00000000 01
16  01A  FFFFFFFE 00000000 10 = 00000000 10
16  01B  FFFFFFFE 00000000 11 = 00000000 11
16  01C  FFFFFFFF 00000000 00 = 00000000 00
16  01D  FFFFFFFF 00000000 01 = 00000000 01
16  01E  FFFFFFFF 00000000 10 = 00000000 10
16  01F  FFFFFFFF 00000000 11 = 00000000 11
16  020  00000000 00000001 00 = 00000000 00
16  021  00000000 00000001 01 = 00000000 01
16  022  00000000 00000001 10 = 00000000 10
16  023  00000000 00000001 11 = 00000000 11
16  024  00000001 00000001 00 = 00000000 00
16  025  00000001 00000001 01 = 00000000 01
16  026  00000001 00000001 10 = 00000000 10
16  027  00000001 00000001 11 = 00000000 11
16  028  00000002 00000001 00 = 00000000 00
16  029  00000002 00000001 01 = 00000000 01
16  02A  00000002 00000001 10 = 00000000 10
16  02B  00000002 00000001 11 = 00000000 11
16  02C  7FFFFFFF 00000001 00 = 00000000 00
16  02D  7FFFFFFF 00000001 01 = 00000000 01
16  02E  7FFFFFFF 00000001 10 = 00000000 10
16  02F  7FFFFFFF 00000001 11 = 00000000 11
16  030  80000000 00000001 00 = 00000000 00
16  031  80000000 00000001 01 = 00000000 01
16  032  80000000 00000001 10 = 00000000 10
16  033  80000000 00000001 11 = 00000000 11
16  034  80000001 00000001 00 = 00000000 00
16  035  80000001 00000001 01 = 00000000 01
16  036  80000001 00000001 10 = 00000000 10
16  037  80000001 00000001 11 = 00000000 11
16  038  FFFFFFFE 00000001 00 = 00000000 00
16  039  FFFFFFFE 00000001 01 = 00000000 01
16  03A  FFFFFFFE 00000001 10 = 00000000 10
16  03B  FFFFFFFE 00000001 11 = 00000000 11
16  03C  FFFFFFFF 00000001 00 = 00000000 00
16  03D  FFFFFFFF 00000001 01 = 00000000 01
16  03E  FFFFFFFF 00000001 10 = 00000000 10
16  03F  FFFFFFFF 00000001 11 = 00000000 11
16  040  00000000 00000002 00 = 00000000 00
16  041  00000000 00000002 01 = 00000000 01
16  042  00000000 00000002 10 = 00000000 10
16  043  00000000 00000002 11 = 00000000 11
16  044  00000001 00000002 00 = 00000000 00
16  045  00000001 00000002 01 = 00000000 01
16  046  00000001 00000002 10 = 00000000 10
16  047  00000001 00000002 11 = 00000000 11
16  048  00000002 00000002 00 = 00000000 00
16  049  00000002 00000002 01 = 00000000 01
16  04A  00000002 00000002 10 = 00000000 10
16  04B  00000002 00000002 11 = 00000000 11
16  04C  7FFFFFFF 00000002 00 = 00000000 00
16  04D  7FFFFFFF 00000002 01 = 00000000 01
16  04E  7FFFFFFF 00000002 10 = 00000000 10
16  04F  7FFFFFFF 00000002 11 = 00000000 11
16  050  80000000 00000002 00 = 00000000 00
16  051  80000000 00000002 01 = 00000000 01
16  052  80000000 00000002 10 = 00000000 10
16  053  80000000 00000002 11 = 00000000 11
16  054  80000001 00000002 00 = 00000000 00
16  055  80000001 00000002 01 = 00000000 01
16  056  80000001 00000002 10 = 00000000 10
16  057  80000001 00000002 11 = 00000000 11
16  058  FFFFFFFE 00000002 00 = 00000000 00
16  059  FFFFFFFE 00000002 01 = 00000000 01
16  05A  FFFFFFFE 00000002 10 = 00000000 10
16  05B  FFFFFFFE 00000002 11 = 00000000 11
16  05C  FFFFFFFF 00000002 00 = 00000000 00
16  05D  FFFFFFFF 00000002 01 = 00000000 01
16  05E  FFFFFFFF 00000002 10 = 00000000 10
16  05F  FFFFFFFF 00000002 11 = 00000000 11
16  060  00000000 7FFFFFFF 00 = 0000000F 00
16  061  00000000 7FFFFFFF 01 = 0000000F 01
16  062  00000000 7FFFFFFF 10 = 0000000F 10
16  063  00000000 7FFFFFFF 11 = 0000000F 11
